drone_id,x,y,z
radio://0/80/2M/3,-0.029154209420084953,0.2348492592573166,-0.022733395919203758
radio://0/80/2M/3,-0.029174180701375008,0.2348795235157013,-0.022725965827703476
radio://0/80/2M/3,-0.029346494004130363,0.23498383164405823,-0.022853761911392212
radio://0/80/2M/3,-0.029374800622463226,0.23501922190189362,-0.022856928408145905
radio://0/80/2M/3,-0.02954600192606449,0.23507578670978546,-0.022919781506061554
radio://0/80/2M/3,-0.029581710696220398,0.2351161390542984,-0.022927705198526382
radio://0/80/2M/3,-0.02961593307554722,0.2351592779159546,-0.022936666384339333
radio://0/80/2M/3,-0.02901076339185238,0.23495332896709442,-0.022984463721513748
radio://0/80/2M/3,-0.02901698462665081,0.2349877953529358,-0.02299489453434944
radio://0/80/2M/3,-0.02880255877971649,0.23504436016082764,-0.022927328944206238
radio://0/80/2M/3,-0.02880210056900978,0.23508261144161224,-0.022933177649974823
radio://0/80/2M/3,-0.028800437226891518,0.23512205481529236,-0.022939730435609818
radio://0/80/2M/3,-0.029124611988663673,0.23496106266975403,-0.022994456812739372
radio://0/80/2M/3,-0.029140090569853783,0.2349892258644104,-0.023006349802017212
radio://0/80/2M/3,-0.028966378420591354,0.23474515974521637,-0.022854367271065712
radio://0/80/2M/3,-0.028973808512091637,0.23476120829582214,-0.022855808958411217
radio://0/80/2M/3,-0.02904743142426014,0.23474353551864624,-0.022753382101655006
radio://0/80/2M/3,-0.028827987611293793,0.23476219177246094,-0.022662481293082237
radio://0/80/2M/3,-0.029062096029520035,0.23478278517723083,-0.0228133387863636
radio://0/80/2M/3,-0.028839822858572006,0.23481227457523346,-0.022742385044693947
radio://0/80/2M/3,-0.029082445427775383,0.23479726910591125,-0.022828420624136925
radio://0/80/2M/3,-0.02910398505628109,0.2348158210515976,-0.022825192660093307
radio://0/80/2M/3,-0.02923460304737091,0.23485998809337616,-0.022916924208402634
radio://0/80/2M/3,-0.028918344527482986,0.2348688840866089,-0.022848937660455704
radio://0/80/2M/3,-0.028839312493801117,0.2347363829612732,-0.02274095080792904
radio://0/80/2M/3,-0.028855089098215103,0.23474764823913574,-0.022728154435753822
radio://0/80/2M/3,-0.028827117756009102,0.23466363549232483,-0.02263624407351017
radio://0/80/2M/3,-0.02883925288915634,0.23467111587524414,-0.022619731724262238
radio://0/80/2M/3,-0.02885233797132969,0.23467904329299927,-0.022604353725910187
radio://0/80/2M/3,-0.028779294341802597,0.2347276359796524,-0.022520672529935837
radio://0/80/2M/3,-0.0287952721118927,0.23473893105983734,-0.022502325475215912
radio://0/80/2M/3,-0.028810512274503708,0.2347506582736969,-0.022483263164758682
radio://0/80/2M/3,-0.02905898727476597,0.23470212519168854,-0.022655656561255455
radio://0/80/2M/3,-0.029087498784065247,0.23471467196941376,-0.022649399936199188
radio://0/80/2M/3,-0.029115941375494003,0.23472975194454193,-0.022642076015472412
radio://0/80/2M/3,-0.02914261259138584,0.23474742472171783,-0.022633619606494904
radio://0/80/2M/3,-0.029167043045163155,0.23476846516132355,-0.022624380886554718
radio://0/80/2M/3,-0.028921805322170258,0.23474831879138947,-0.022578738629817963
radio://0/80/2M/3,-0.028930891305208206,0.23477259278297424,-0.02256501093506813
radio://0/80/2M/3,-0.028939688578248024,0.2347978949546814,-0.02255118265748024
radio://0/80/2M/3,-0.028948618099093437,0.23482337594032288,-0.02253706008195877
radio://0/80/2M/3,-0.028956033289432526,0.23484966158866882,-0.022521626204252243
radio://0/80/2M/3,-0.028961297124624252,0.23487795889377594,-0.022505128756165504
radio://0/80/2M/3,-0.02896537072956562,0.23490796983242035,-0.022488394752144814
radio://0/80/2M/3,-0.02896893210709095,0.23493775725364685,-0.022471563890576363
radio://0/80/2M/3,-0.028971536085009575,0.23496757447719574,-0.022454475983977318
radio://0/80/2M/3,-0.02897218056023121,0.2349988967180252,-0.02243707701563835
radio://0/80/2M/3,-0.028971567749977112,0.23503179848194122,-0.022417936474084854
radio://0/80/2M/3,-0.028970152139663696,0.23506571352481842,-0.022396620362997055
radio://0/80/2M/3,-0.028967106714844704,0.23510026931762695,-0.022374745458364487
radio://0/80/2M/3,-0.028962556272745132,0.23513591289520264,-0.022353731095790863
radio://0/80/2M/3,-0.028957178816199303,0.2351733148097992,-0.022333143278956413
radio://0/80/2M/3,-0.028950899839401245,0.2352125346660614,-0.022312363609671593
radio://0/80/2M/3,-0.02911185286939144,0.2349250167608261,-0.022385111078619957
radio://0/80/2M/3,-0.029110079631209373,0.23495221138000488,-0.022369522601366043
radio://0/80/2M/3,-0.029097868129611015,0.2349085956811905,-0.022402912378311157
radio://0/80/2M/3,-0.02909441664814949,0.23493783175945282,-0.022391656413674355
radio://0/80/2M/3,-0.029087916016578674,0.23488372564315796,-0.022417498752474785
radio://0/80/2M/3,-0.02908303029835224,0.23491409420967102,-0.02240888774394989
radio://0/80/2M/3,-0.029064485803246498,0.23487524688243866,-0.022410374134778976
radio://0/80/2M/3,-0.02905987575650215,0.23490507900714874,-0.0224034171551466
radio://0/80/2M/3,-0.029045915231108665,0.2348421812057495,-0.02242516539990902
radio://0/80/2M/3,-0.029040317982435226,0.23487041890621185,-0.022424183785915375
radio://0/80/2M/3,-0.02880599908530712,0.2346653938293457,-0.022259557619690895
radio://0/80/2M/3,-0.028787899762392044,0.23468515276908875,-0.022255225107073784
radio://0/80/2M/3,-0.028788864612579346,0.23465502262115479,-0.02223694510757923
radio://0/80/2M/3,-0.02876850962638855,0.23467236757278442,-0.022232314571738243
radio://0/80/2M/3,-0.028772788122296333,0.2346242517232895,-0.022222628816962242
radio://0/80/2M/3,-0.02875150740146637,0.2346375435590744,-0.022217877209186554
radio://0/80/2M/3,-0.02874544821679592,0.23459991812705994,-0.022200465202331543
radio://0/80/2M/3,-0.029142562299966812,0.23492451012134552,-0.022615931928157806
radio://0/80/2M/3,-0.028892306610941887,0.23465245962142944,-0.022510230541229248
radio://0/80/2M/3,-0.029085444286465645,0.23470759391784668,-0.02268531732261181
radio://0/80/2M/3,-0.029083257541060448,0.23476088047027588,-0.02265029028058052
radio://0/80/2M/3,-0.029283056035637856,0.23483574390411377,-0.022795571014285088
radio://0/80/2M/3,-0.02925799787044525,0.23486977815628052,-0.022817790508270264
radio://0/80/2M/3,-0.029259081929922104,0.23488706350326538,-0.02284875512123108
radio://0/80/2M/3,-0.029269974678754807,0.2349267154932022,-0.022835468873381615
