drone_id,x,y,z
radio://0/80/2M/3,0.006888051982969046,-0.0035367512609809637,-0.001987381838262081
radio://0/80/2M/3,0.0025615242775529623,0.003999164327979088,-0.006463748402893543
radio://0/80/2M/3,0.003733567427843809,0.005154851358383894,-0.009530961513519287
radio://0/80/2M/3,0.0001793633127817884,0.008178365416824818,-0.012306155636906624
radio://0/80/2M/3,-0.0006536682485602796,0.008442042395472527,-0.012409555725753307
radio://0/80/2M/3,0.0037780897691845894,-0.003000398399308324,0.003486454486846924
radio://0/80/2M/3,0.005185937043279409,-0.00614476203918457,0.00484628276899457
radio://0/80/2M/3,0.004115599673241377,-0.006638005841523409,0.0033574930857867002
radio://0/80/2M/3,0.004807926714420319,-0.0054511697962880135,0.0012816771632060409
radio://0/80/2M/3,0.002820374211296439,-0.007073875050991774,0.0012557671871036291
radio://0/80/2M/3,0.0010512294247746468,0.0028181320521980524,-0.0027914599049836397
radio://0/80/2M/3,0.002419459167867899,0.0020063479896634817,-0.0012475752737373114
radio://0/80/2M/3,0.0008225262281484902,0.009009524248540401,-0.009339732117950916
radio://0/80/2M/3,1.3961246622784529e-05,0.011981803923845291,-0.011604487895965576
radio://0/80/2M/3,-0.0009905063780024648,0.010687253437936306,-0.0050464170053601265
radio://0/80/2M/3,-0.0012219779891893268,0.008984784595668316,0.00024329446023330092
radio://0/80/2M/3,0.001379466149955988,0.0097189424559474,-0.0060124630108475685
radio://0/80/2M/3,-0.0004400941834319383,0.0073050386272370815,-0.00968809425830841
radio://0/80/2M/3,8.707751840120181e-05,0.004690930247306824,-0.009445616975426674
radio://0/80/2M/3,-0.0008142440929077566,0.002207868965342641,-0.008268197067081928
radio://0/80/2M/3,-0.0017052098410204053,-0.0012165338266640902,-0.0059099881909787655
radio://0/80/2M/3,-0.0034165612887591124,-0.0037849899381399155,-0.020777057856321335
radio://0/80/2M/3,-0.005086753983050585,-0.004551275633275509,-0.017108455300331116
radio://0/80/2M/3,-0.007560335099697113,-0.006202793214470148,-0.004918347112834454
